Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross income,Rating
329-62-1586,A,Yangon,0,0,FB,54.67,3,8.2005,172.2105,2019-01-21,18:00:00,CC,164.01,8.2005,8.6
269-10-8440,A,Yangon,1,0,HB,53.17,7,18.6095,390.7995,2019-01-21,18:01:00,C,372.19,18.6095,8.9
162-65-8559,C,Naypyitaw,1,0,FB,68.98,1,3.449,72.429,2019-01-21,20:13:00,C,68.98,3.449,4.8
287-21-9091,A,Yangon,0,0,HL,74.67,9,33.6015,705.6315,2019-01-22,10:55:00,E,672.03,33.6015,9.4
186-09-3669,C,Naypyitaw,1,1,HB,81.51,1,4.0755,85.5855,2019-01-22,10:57:00,E,81.51,4.0755,9.2
460-35-4390,A,Yangon,0,0,HL,30.68,3,4.602,96.642,2019-01-22,11:00:00,E,92.04,4.602,9.1
563-47-4072,B,Mandalay,0,1,HB,55.81,6,16.743,351.603,2019-01-22,11:52:00,C,334.86,16.743,9.9
120-54-2248,B,Mandalay,0,1,FB,28.86,5,7.215,151.515,2019-01-22,18:08:00,CC,144.3,7.215,8.0
756-01-7507,C,Naypyitaw,0,1,HB,20.38,5,5.095,106.995,2019-01-22,18:56:00,C,101.9,5.095,6.0
521-18-7827,C,Naypyitaw,1,0,HL,39.39,5,9.8475,206.7975,2019-01-22,20:46:00,CC,196.95,9.8475,8.7
790-38-4466,C,Naypyitaw,0,1,HB,10.99,5,2.7475,57.6975,2019-01-23,10:18:00,CC,54.95,2.7475,9.3
565-80-5980,C,Naypyitaw,1,1,HL,47.38,4,9.476,198.996,2019-01-23,10:25:00,C,189.52,9.476,7.1
213-32-1216,A,Yangon,0,1,EA,66.06,6,19.818,416.178,2019-01-23,10:28:00,C,396.36,19.818,7.3
148-41-7930,C,Naypyitaw,0,0,HB,99.96,7,34.986,734.706,2019-01-23,10:33:00,C,699.72,34.986,6.1
477-59-2456,C,Naypyitaw,0,1,FA,45.44,7,15.904,333.984,2019-01-23,11:15:00,C,318.08,15.904,9.2
828-46-6863,A,Yangon,1,0,FB,98.53,6,29.559,620.739,2019-01-23,11:22:00,CC,591.18,29.559,4.0
434-83-9547,C,Naypyitaw,1,0,FB,38.47,8,15.388,323.148,2019-01-23,11:51:00,C,307.76,15.388,7.7
767-05-1286,C,Naypyitaw,1,1,HL,83.77,6,25.131,527.751,2019-01-23,12:10:00,E,502.62,25.131,5.4
318-12-0304,A,Yangon,0,0,FA,30.61,1,1.5305,32.1405,2019-01-23,12:20:00,E,30.61,1.5305,5.2
316-66-3011,A,Yangon,1,1,FB,47.63,9,21.4335,450.1035,2019-01-23,12:35:00,C,428.67,21.4335,5.0
731-81-9469,C,Naypyitaw,1,1,ST,89.8,10,44.9,942.9,2019-01-23,13:00:00,CC,898.0,44.9,5.4
740-22-2500,C,Naypyitaw,0,1,EA,84.05,3,12.6075,264.7575,2019-01-23,13:29:00,C,252.15,12.6075,9.8
604-70-6476,A,Yangon,1,0,FA,17.94,5,4.485,94.185,2019-01-23,14:04:00,E,89.7,4.485,6.8
160-22-2687,A,Yangon,1,1,HB,95.95,5,23.9875,503.7375,2019-01-23,14:21:00,E,479.75,23.9875,8.8
219-61-4139,C,Naypyitaw,0,0,EA,83.08,1,4.154,87.234,2019-01-23,17:16:00,E,83.08,4.154,6.4
809-46-1866,A,Yangon,0,0,HB,58.15,4,11.63,244.23,2019-01-23,17:44:00,C,232.6,11.63,8.4
480-63-2856,C,Naypyitaw,0,0,FB,19.25,8,7.7,161.7,2019-01-23,18:37:00,E,154.0,7.7,6.6
232-11-3025,A,Yangon,0,0,ST,78.77,10,39.385,827.085,2019-01-24,10:04:00,C,787.7,39.385,6.4
438-23-1242,B,Mandalay,0,0,EA,75.88,7,26.558,557.718,2019-01-24,10:38:00,E,531.16,26.558,8.9
778-34-2523,A,Yangon,1,1,EA,48.62,8,19.448,408.408,2019-01-24,10:57:00,C,388.96,19.448,5.0
789-23-8625,B,Mandalay,1,0,FA,93.22,3,13.983,293.643,2019-01-24,11:45:00,C,279.66,13.983,7.2
443-60-9639,C,Naypyitaw,1,1,HL,60.87,1,3.0435,63.9135,2019-01-24,13:24:00,C,60.87,3.0435,5.5
775-72-1988,B,Mandalay,0,0,HL,73.28,5,18.32,384.72,2019-01-24,15:05:00,E,366.4,18.32,8.4
139-20-0155,B,Mandalay,1,0,EA,40.3,10,20.15,423.15,2019-01-24,17:37:00,CC,403.0,20.15,7.0
237-44-6163,A,Yangon,0,0,EA,10.56,8,4.224,88.704,2019-01-24,17:43:00,C,84.48,4.224,7.6
435-13-4908,A,Yangon,1,0,FA,86.68,8,34.672,728.112,2019-01-24,18:04:00,CC,693.44,34.672,7.2
602-16-6955,B,Mandalay,0,1,ST,76.6,10,38.3,804.3,2019-01-24,18:10:00,E,766.0,38.3,6.0
510-79-0415,B,Mandalay,1,1,ST,23.08,6,6.924,145.404,2019-01-24,19:20:00,E,138.48,6.924,4.9
726-27-2396,A,Yangon,0,1,HB,77.5,5,19.375,406.875,2019-01-24,20:36:00,E,387.5,19.375,4.3
235-06-8510,C,Naypyitaw,1,0,HL,85.72,3,12.858,270.018,2019-01-24,20:59:00,E,257.16,12.858,5.1
730-61-8757,B,Mandalay,1,0,HB,51.13,4,10.226,214.746,2019-01-25,10:11:00,CC,204.52,10.226,4.0
843-73-4724,A,Yangon,0,0,FA,74.1,1,3.705,77.805,2019-01-25,11:05:00,C,74.1,3.705,9.2
340-21-9136,A,Yangon,1,1,ST,40.05,4,8.01,168.21,2019-01-25,11:40:00,C,160.2,8.01,9.7
191-10-6171,B,Mandalay,0,1,FA,39.62,7,13.867,291.207,2019-01-25,13:18:00,C,277.34,13.867,7.5
283-79-9594,B,Mandalay,0,1,FB,48.51,7,16.9785,356.5485,2019-01-25,13:30:00,CC,339.57,16.9785,5.2
394-55-6384,C,Naypyitaw,1,1,ST,70.19,9,31.5855,663.2955,2019-01-25,13:38:00,C,631.71,31.5855,6.7
280-17-4359,C,Naypyitaw,1,0,HB,90.5,10,45.25,950.25,2019-01-25,13:48:00,C,905.0,45.25,8.1
856-66-2701,A,Yangon,1,0,HL,53.3,3,7.995,167.895,2019-01-25,14:19:00,E,159.9,7.995,7.5
569-71-4390,B,Mandalay,0,0,ST,21.87,2,2.187,45.927,2019-01-25,14:29:00,E,43.74,2.187,6.9
824-88-3614,C,Naypyitaw,0,0,HB,34.31,8,13.724,288.204,2019-01-25,15:00:00,E,274.48,13.724,5.7
778-71-5554,C,Naypyitaw,1,0,FA,15.43,1,0.7715,16.2015,2019-01-25,15:46:00,CC,15.43,0.7715,6.1
307-83-9164,A,Yangon,1,0,HL,60.01,4,12.002,252.042,2019-01-25,15:54:00,C,240.04,12.002,4.5
268-03-6164,B,Mandalay,0,0,HB,96.11,1,4.8055,100.9155,2019-01-25,16:28:00,E,96.11,4.8055,7.8
288-38-3758,C,Naypyitaw,1,1,FA,84.87,3,12.7305,267.3405,2019-01-25,18:30:00,E,254.61,12.7305,7.4
261-12-8671,B,Mandalay,0,1,FA,60.96,2,6.096,128.016,2019-01-25,19:39:00,CC,121.92,6.096,4.9
145-94-9061,B,Mandalay,0,1,FB,88.36,5,22.09,463.89,2019-01-25,19:48:00,C,441.8,22.09,9.6
888-02-0338,A,Yangon,0,0,EA,26.23,9,11.8035,247.8735,2019-01-25,20:24:00,E,236.07,11.8035,5.9
881-41-7302,C,Naypyitaw,0,1,FA,64.99,1,3.2495,68.2395,2019-01-26,10:06:00,CC,64.99,3.2495,4.5
896-34-0956,A,Yangon,0,0,FA,21.32,1,1.066,22.386,2019-01-26,12:43:00,C,21.32,1.066,5.9
316-55-4634,B,Mandalay,1,0,FB,80.05,5,20.0125,420.2625,2019-01-26,12:45:00,CC,400.25,20.0125,9.4
794-42-3736,B,Mandalay,0,0,FB,33.33,2,3.333,69.993,2019-01-26,14:41:00,CC,66.66,3.333,6.4
173-82-9529,B,Mandalay,0,1,FA,37.95,10,18.975,398.475,2019-01-26,14:51:00,C,379.5,18.975,9.7
176-78-1170,C,Naypyitaw,1,0,HB,33.81,3,5.0715,106.5015,2019-01-26,15:11:00,E,101.43,5.0715,7.3
452-04-8808,B,Mandalay,0,0,EA,87.08,7,30.478,640.038,2019-01-26,15:17:00,C,609.56,30.478,5.5
135-13-8269,B,Mandalay,1,1,FB,78.88,2,7.888,165.648,2019-01-26,16:04:00,C,157.76,7.888,9.1
539-21-7227,B,Mandalay,0,1,ST,51.54,5,12.885,270.585,2019-01-26,17:45:00,C,257.7,12.885,4.2
308-39-1707,A,Yangon,0,1,FA,12.09,1,0.6045,12.6945,2019-01-26,18:19:00,CC,12.09,0.6045,8.2
834-61-8124,A,Yangon,0,0,EA,51.69,7,18.0915,379.9215,2019-01-26,18:22:00,C,361.83,18.0915,5.5
258-69-7810,C,Naypyitaw,0,1,FA,36.85,5,9.2125,193.4625,2019-01-26,18:53:00,C,184.25,9.2125,9.2
836-82-5858,B,Mandalay,1,0,HB,69.37,9,31.2165,655.5465,2019-01-26,19:14:00,E,624.33,31.2165,4.0
289-65-5721,B,Mandalay,0,1,FA,81.37,2,8.137,170.877,2019-01-26,19:28:00,C,162.74,8.137,6.5
225-32-0908,C,Naypyitaw,0,1,ST,44.86,10,22.43,471.03,2019-01-26,19:54:00,E,448.6,22.43,8.2
847-38-7188,B,Mandalay,0,1,FB,96.68,3,14.502,304.542,2019-01-26,19:56:00,E,290.04,14.502,6.4
641-43-2399,B,Mandalay,0,0,HL,25.55,4,5.11,107.31,2019-01-26,20:23:00,E,102.2,5.11,5.7
624-01-8356,B,Mandalay,0,1,HL,49.01,10,24.505,514.605,2019-01-27,10:44:00,CC,490.1,24.505,4.2
862-59-8517,C,Naypyitaw,0,1,FB,90.24,6,27.072,568.512,2019-01-27,11:17:00,C,541.44,27.072,6.2
870-54-3162,A,Yangon,0,1,ST,32.25,5,8.0625,169.3125,2019-01-27,13:26:00,C,161.25,8.0625,9.0
325-90-8763,C,Naypyitaw,1,1,EA,46.57,10,23.285,488.985,2019-01-27,13:58:00,C,465.7,23.285,7.6
613-59-9758,C,Naypyitaw,0,1,ST,14.36,10,7.18,150.78,2019-01-27,14:28:00,C,143.6,7.18,5.4
534-01-4457,A,Yangon,0,0,FB,81.71,6,24.513,514.773,2019-01-27,14:36:00,CC,490.26,24.513,8.0
394-41-0748,C,Naypyitaw,1,1,FA,54.07,9,24.3315,510.9615,2019-01-27,14:55:00,E,486.63,24.3315,9.5
633-91-1052,A,Yangon,0,1,HL,12.03,2,1.203,25.263,2019-01-27,15:51:00,C,24.06,1.203,5.1
788-07-8452,C,Naypyitaw,1,1,HL,24.24,7,8.484,178.164,2019-01-27,17:38:00,E,169.68,8.484,9.4
595-27-4851,A,Yangon,0,1,FA,54.28,7,18.998,398.958,2019-01-27,18:05:00,E,379.96,18.998,9.3
585-90-0249,A,Yangon,1,0,EA,73.26,1,3.663,76.923,2019-01-27,18:08:00,E,73.26,3.663,9.7
620-02-2046,C,Naypyitaw,0,0,HL,69.4,2,6.94,145.74,2019-01-27,19:48:00,E,138.8,6.94,9.0
869-11-3082,B,Mandalay,1,0,HB,96.16,4,19.232,403.872,2019-01-27,20:03:00,CC,384.64,19.232,8.4
123-19-1176,A,Yangon,1,0,HB,58.22,8,23.288,489.048,2019-01-27,20:33:00,E,465.76,23.288,8.4
544-55-9589,B,Mandalay,1,1,EA,21.43,10,10.715,225.015,2019-01-28,11:51:00,C,214.3,10.715,6.2
149-71-6266,B,Mandalay,1,0,ST,78.07,9,35.1315,737.7615,2019-01-28,12:43:00,C,702.63,35.1315,4.5
400-89-4171,C,Naypyitaw,0,1,ST,80.97,8,32.388,680.148,2019-01-28,13:05:00,C,647.76,32.388,9.3
222-42-0244,B,Mandalay,1,1,HB,72.11,9,32.4495,681.4395,2019-01-28,13:53:00,CC,648.99,32.4495,7.7
211-30-9270,C,Naypyitaw,0,0,HB,17.41,5,4.3525,91.4025,2019-01-28,15:16:00,CC,87.05,4.3525,4.9
430-53-4718,B,Mandalay,1,0,HB,75.37,8,30.148,633.108,2019-01-28,15:46:00,CC,602.96,30.148,8.4
243-47-2663,C,Naypyitaw,1,0,EA,18.77,6,5.631,118.251,2019-01-28,16:43:00,CC,112.62,5.631,5.5
342-65-4817,C,Naypyitaw,1,0,HB,86.8,3,13.02,273.42,2019-01-28,16:47:00,E,260.4,13.02,9.9
865-41-9075,A,Yangon,0,0,FB,11.53,7,4.0355,84.7455,2019-01-28,17:35:00,C,80.71,4.0355,8.1
699-88-1972,B,Mandalay,0,0,HB,99.16,8,39.664,832.944,2019-01-28,17:47:00,CC,793.28,39.664,4.2
390-80-5128,B,Mandalay,1,1,HB,19.15,1,0.9575,20.1075,2019-01-28,17:58:00,CC,19.15,0.9575,9.5
372-26-1506,C,Naypyitaw,0,1,FA,23.82,5,5.955,125.055,2019-01-28,19:24:00,E,119.1,5.955,5.4
593-65-1552,C,Naypyitaw,0,1,HL,69.81,4,13.962,293.202,2019-01-28,20:50:00,CC,279.24,13.962,5.9
726-29-6793,A,Yangon,1,0,EA,24.18,8,9.672,203.112,2019-01-28,20:54:00,E,193.44,9.672,9.8
606-80-4905,C,Naypyitaw,1,1,ST,19.15,6,5.745,120.645,2019-01-29,10:01:00,CC,114.9,5.745,6.8
862-17-9201,B,Mandalay,0,1,FB,84.05,6,25.215,529.515,2019-01-29,10:48:00,CC,504.3,25.215,7.7
575-67-1508,A,Yangon,0,0,EA,38.6,1,1.93,40.53,2019-01-29,11:26:00,E,38.6,1.93,6.7
343-61-3544,B,Mandalay,1,0,ST,26.67,10,13.335,280.035,2019-01-29,11:48:00,C,266.7,13.335,8.6
746-94-0204,A,Yangon,0,0,FA,83.24,9,37.458,786.618,2019-01-29,11:56:00,CC,749.16,37.458,7.4
382-25-8917,C,Naypyitaw,0,0,FA,42.08,6,12.624,265.104,2019-01-29,12:25:00,C,252.48,12.624,8.9
233-67-5758,C,Naypyitaw,0,0,HB,40.35,1,2.0175,42.3675,2019-01-29,13:46:00,E,40.35,2.0175,6.2
110-48-7033,B,Mandalay,1,0,FA,32.62,4,6.524,137.004,2019-01-29,14:12:00,C,130.48,6.524,9.0
137-63-5492,C,Naypyitaw,0,0,EA,58.76,10,29.38,616.98,2019-01-29,14:26:00,E,587.6,29.38,9.0
816-72-8853,A,Yangon,1,1,ST,27.93,5,6.9825,146.6325,2019-01-29,15:48:00,C,139.65,6.9825,5.9
569-76-2760,A,Yangon,1,1,ST,22.01,4,4.402,92.442,2019-01-29,18:15:00,CC,88.04,4.402,6.6
800-09-8606,A,Yangon,1,1,HL,87.37,5,21.8425,458.6925,2019-01-29,19:45:00,C,436.85,21.8425,6.6
804-38-3935,A,Yangon,1,0,EA,93.78,3,14.067,295.407,2019-01-30,11:32:00,CC,281.34,14.067,5.9
182-69-8360,B,Mandalay,0,1,EA,23.65,4,4.73,99.33,2019-01-30,13:32:00,CC,94.6,4.73,4.0
134-54-4720,B,Mandalay,0,1,EA,42.42,8,16.968,356.328,2019-01-30,13:58:00,E,339.36,16.968,5.7
664-14-2882,C,Naypyitaw,1,1,HL,10.53,5,2.6325,55.2825,2019-01-30,14:43:00,CC,52.65,2.6325,5.8
416-13-5917,C,Naypyitaw,0,1,FB,97.03,5,24.2575,509.4075,2019-01-30,16:24:00,E,485.15,24.2575,9.3
862-29-5914,C,Naypyitaw,0,1,ST,22.38,1,1.119,23.499,2019-01-30,17:08:00,CC,22.38,1.119,8.6
423-80-0988,C,Naypyitaw,0,0,ST,76.4,2,7.64,160.44,2019-01-30,19:42:00,E,152.8,7.64,6.5
283-26-5248,C,Naypyitaw,1,1,FB,98.52,10,4.154,87.234,2019-01-30,20:23:00,E,83.08,4.154,4.5
556-72-8512,C,Naypyitaw,0,0,HL,22.96,1,1.148,24.108,2019-01-30,20:47:00,C,22.96,1.148,4.3
522-57-8364,A,Yangon,1,0,FA,51.34,8,20.536,431.256,2019-01-31,10:00:00,E,410.72,20.536,7.6
189-55-2313,C,Naypyitaw,0,1,FA,62.18,10,31.09,652.89,2019-01-31,10:33:00,E,621.8,31.09,6.0
735-32-9839,C,Naypyitaw,1,0,FA,98.7,8,39.48,829.08,2019-01-31,10:36:00,E,789.6,39.48,8.5
366-93-0948,A,Yangon,1,0,EA,66.35,1,3.3175,69.6675,2019-01-31,10:46:00,CC,66.35,3.3175,9.7
226-71-3580,C,Naypyitaw,0,1,ST,23.75,9,10.6875,224.4375,2019-01-31,12:02:00,C,213.75,10.6875,9.5
525-88-7307,B,Mandalay,1,0,ST,75.82,1,3.791,79.611,2019-01-31,13:19:00,C,75.82,3.791,5.8
239-36-3640,B,Mandalay,1,0,EA,45.35,6,13.605,285.705,2019-01-31,13:44:00,E,272.1,13.605,6.1
187-83-5490,A,Yangon,1,0,EA,20.77,4,4.154,87.234,2019-01-31,13:47:00,C,83.08,4.154,4.7
532-59-7201,B,Mandalay,1,0,ST,79.93,6,23.979,503.559,2019-01-31,14:04:00,C,479.58,23.979,5.5
525-09-8450,B,Mandalay,0,0,EA,72.13,10,36.065,757.365,2019-01-31,15:12:00,CC,721.3,36.065,4.2
583-72-1480,C,Naypyitaw,1,0,EA,37.06,4,7.412,155.652,2019-01-31,16:24:00,E,148.24,7.412,9.7
286-75-7818,B,Mandalay,0,0,FA,69.08,2,6.908,145.068,2019-01-31,19:48:00,CC,138.16,6.908,6.9
457-94-0464,B,Mandalay,1,0,EA,87.87,9,39.5415,830.3715,2019-01-31,20:32:00,E,790.83,39.5415,5.6
834-45-5519,B,Mandalay,0,1,EA,43.0,4,8.6,180.6,2019-01-31,20:48:00,E,172.0,8.6,7.6
870-76-1733,A,Yangon,1,1,FB,14.23,5,3.5575,74.7075,2019-02-01,10:08:00,CC,71.15,3.5575,4.4
551-21-3069,C,Naypyitaw,0,1,EA,23.07,9,10.3815,218.0115,2019-02-01,11:27:00,C,207.63,10.3815,4.9
105-31-1824,A,Yangon,1,0,ST,69.52,7,24.332,510.972,2019-02-01,15:10:00,CC,486.64,24.332,8.5
358-88-9262,C,Naypyitaw,1,1,FB,87.48,6,26.244,551.124,2019-02-01,18:43:00,E,524.88,26.244,5.1
443-82-0585,A,Yangon,1,1,HB,77.68,4,15.536,326.256,2019-02-01,19:54:00,C,310.72,15.536,8.4
237-01-6122,C,Naypyitaw,1,1,HL,80.79,9,36.3555,763.4655,2019-02-01,20:31:00,CC,727.11,36.3555,9.5
554-53-8700,C,Naypyitaw,1,0,HL,56.11,2,5.611,117.831,2019-02-02,10:11:00,C,112.22,5.611,6.3
717-96-4189,C,Naypyitaw,0,1,EA,35.49,6,10.647,223.587,2019-02-02,12:40:00,C,212.94,10.647,4.1
376-56-3573,C,Naypyitaw,0,1,FA,95.42,4,19.084,400.764,2019-02-02,13:23:00,E,381.68,19.084,6.4
756-93-1854,C,Naypyitaw,1,1,FA,83.35,2,8.335,175.035,2019-02-02,14:05:00,CC,166.7,8.335,9.5
845-51-0542,B,Mandalay,1,0,FB,46.55,9,20.9475,439.8975,2019-02-02,15:34:00,E,418.95,20.9475,6.4
420-18-8989,A,Yangon,1,1,ST,51.52,8,20.608,432.768,2019-02-02,15:47:00,C,412.16,20.608,9.6
390-17-5806,C,Naypyitaw,1,1,FB,38.42,1,1.921,40.341,2019-02-02,16:33:00,C,38.42,1.921,8.6
405-31-3305,A,Yangon,1,0,FA,43.13,10,21.565,452.865,2019-02-02,18:31:00,CC,431.3,21.565,5.5
376-02-8238,B,Mandalay,0,0,HL,93.87,8,37.548,788.508,2019-02-02,18:42:00,CC,750.96,37.548,8.3
382-03-4532,A,Yangon,1,1,HB,18.33,1,0.9165,19.2465,2019-02-02,18:50:00,C,18.33,0.9165,4.3
201-86-2184,B,Mandalay,1,1,EA,26.26,7,9.191,193.011,2019-02-02,19:40:00,C,183.82,9.191,9.9
541-08-3113,C,Naypyitaw,0,0,FB,65.97,8,26.388,554.148,2019-02-02,20:29:00,C,527.76,26.388,8.4
418-05-0656,B,Mandalay,0,1,FA,25.56,7,8.946,187.866,2019-02-02,20:42:00,C,178.92,8.946,7.1
642-32-2990,A,Yangon,0,1,FB,10.96,10,5.48,115.08,2019-02-02,20:48:00,E,109.6,5.48,6.0
326-71-2155,C,Naypyitaw,0,1,ST,73.95,4,14.79,310.59,2019-02-03,10:02:00,C,295.8,14.79,6.1
326-78-5178,C,Naypyitaw,1,0,FB,91.4,7,31.99,671.79,2019-02-03,10:19:00,C,639.8,31.99,9.5
585-86-8361,A,Yangon,0,1,FB,27.28,5,6.82,143.22,2019-02-03,10:31:00,CC,136.4,6.82,8.6
443-59-0061,A,Yangon,1,0,FB,67.45,10,33.725,708.225,2019-02-03,11:25:00,E,674.5,33.725,4.2
322-02-2271,B,Mandalay,0,1,ST,42.97,3,6.4455,135.3555,2019-02-03,11:46:00,C,128.91,6.4455,9.3
347-34-2234,B,Mandalay,1,1,ST,55.07,9,24.7815,520.4115,2019-02-03,13:40:00,E,495.63,24.7815,10.0
190-59-3964,A,Mandalay,1,0,FB,47.16,5,11.79,247.59,2019-02-03,14:35:00,CC,235.8,11.79,6.0
430-60-3493,A,Yangon,1,1,HL,94.88,7,33.208,697.368,2019-02-03,14:38:00,C,664.16,33.208,4.2
639-76-1242,C,Naypyitaw,0,0,FB,40.52,5,10.13,212.73,2019-02-03,15:19:00,C,202.6,10.13,4.5
277-63-2961,B,Mandalay,1,0,ST,73.97,1,3.6985,77.6685,2019-02-03,15:53:00,CC,73.97,3.6985,5.4
566-71-1091,A,Yangon,0,0,FA,77.02,5,19.255,404.355,2019-02-03,15:59:00,C,385.1,19.255,5.5
718-57-9773,C,Naypyitaw,0,1,ST,49.33,10,24.665,517.965,2019-02-03,16:40:00,CC,493.3,24.665,9.4
742-04-5161,A,Yangon,1,0,HL,72.78,10,36.39,764.19,2019-02-03,17:24:00,C,727.8,36.39,7.3
676-10-2200,B,Mandalay,1,0,FA,53.78,1,2.689,56.469,2019-02-03,20:13:00,E,53.78,2.689,4.7
745-71-3520,A,Yangon,1,1,EA,25.22,7,8.827,185.367,2019-02-04,10:23:00,C,176.54,8.827,8.2
441-94-7118,A,Yangon,1,0,EA,71.95,1,3.5975,75.5475,2019-02-04,12:14:00,C,71.95,3.5975,7.3
268-20-3585,C,Naypyitaw,0,1,HB,13.85,9,6.2325,130.8825,2019-02-04,12:50:00,E,124.65,6.2325,6.0
627-95-3243,B,Mandalay,1,1,HL,77.68,9,34.956,734.076,2019-02-04,13:21:00,E,699.12,34.956,9.8
236-86-3015,C,Naypyitaw,1,0,HL,13.98,1,0.699,14.679,2019-02-04,13:38:00,E,13.98,0.699,9.8
518-17-2983,A,Yangon,0,1,FA,48.63,4,9.726,204.246,2019-02-04,15:44:00,E,194.52,9.726,7.6
404-91-5964,A,Yangon,0,0,EA,74.58,7,26.103,548.163,2019-02-04,16:09:00,CC,522.06,26.103,9.0
695-28-6250,A,Yangon,0,1,ST,43.06,5,10.765,226.065,2019-02-04,16:38:00,E,215.3,10.765,7.7
434-35-9162,B,Mandalay,1,0,FB,23.34,4,4.668,98.028,2019-02-04,18:53:00,E,93.36,4.668,7.4
198-66-9832,B,Mandalay,1,1,FA,72.04,2,7.204,151.284,2019-02-04,19:38:00,C,144.08,7.204,9.5
151-33-7434,B,Mandalay,0,1,FB,67.77,1,3.3885,71.1585,2019-02-04,20:43:00,CC,67.77,3.3885,6.5
729-09-9681,A,Yangon,1,0,HL,25.91,6,7.773,163.233,2019-02-05,10:16:00,E,155.46,7.773,8.7
409-49-6995,A,Naypyitaw,1,1,FB,47.27,6,14.181,297.801,2019-02-05,10:17:00,C,283.62,14.181,8.8
210-67-5886,C,Naypyitaw,1,1,HB,98.21,3,14.7315,309.3615,2019-02-05,10:41:00,CC,294.63,14.7315,7.8
479-26-8945,B,Mandalay,1,1,ST,16.49,2,1.649,34.629,2019-02-05,11:32:00,E,32.98,1.649,4.6
880-35-0356,A,Yangon,1,1,ST,75.2,3,11.28,236.88,2019-02-05,11:51:00,E,225.6,11.28,4.8
210-57-1719,B,Mandalay,0,1,HB,58.24,9,26.208,550.368,2019-02-05,12:34:00,C,524.16,26.208,9.7
307-04-2070,A,Yangon,1,1,FA,30.62,1,1.531,32.151,2019-02-05,14:14:00,CC,30.62,1.531,4.1
374-17-3652,B,Mandalay,1,1,FB,42.82,9,19.269,404.649,2019-02-05,15:26:00,CC,385.38,19.269,8.9
324-92-3863,A,Yangon,1,0,EA,20.89,2,2.089,43.869,2019-02-05,18:45:00,C,41.78,2.089,9.8
181-94-6432,C,Naypyitaw,1,0,FA,69.33,2,6.933,145.593,2019-02-05,19:05:00,E,138.66,6.933,9.7
325-89-4209,A,Yangon,1,0,FB,87.9,1,4.395,92.295,2019-02-05,19:42:00,E,87.9,4.395,6.7
338-65-2210,C,Naypyitaw,1,1,HB,68.6,10,34.3,720.3,2019-02-05,19:57:00,C,686.0,34.3,9.1
471-06-8611,C,Naypyitaw,0,1,FB,52.42,1,2.621,55.041,2019-02-06,10:22:00,CC,52.42,2.621,6.3
183-56-6882,C,Naypyitaw,1,1,FB,99.42,4,19.884,417.564,2019-02-06,10:42:00,E,397.68,19.884,7.5
609-81-8548,A,Yangon,1,1,HL,37.44,6,11.232,235.872,2019-02-06,13:55:00,CC,224.64,11.232,5.9
149-14-0304,C,Naypyitaw,1,1,HB,28.5,8,11.4,239.4,2019-02-06,14:24:00,C,228.0,11.4,6.6
875-46-5808,B,Mandalay,1,0,HB,25.9,10,12.95,271.95,2019-02-06,14:51:00,E,259.0,12.95,8.7
811-35-1094,B,Mandalay,1,0,EA,50.45,6,15.135,317.835,2019-02-06,15:16:00,CC,302.7,15.135,8.9
727-46-3608,B,Mandalay,1,1,FB,20.01,9,9.0045,189.0945,2019-02-06,15:47:00,E,180.09,9.0045,4.1
595-86-2894,C,Naypyitaw,1,0,FA,96.98,4,19.396,407.316,2019-02-06,17:20:00,E,387.92,19.396,9.4
351-62-0822,B,Mandalay,1,1,FA,14.48,4,2.896,60.816,2019-02-06,18:07:00,E,57.92,2.896,4.5
258-92-7466,A,Yangon,0,1,HB,35.68,5,8.92,187.32,2019-02-06,18:33:00,CC,178.4,8.92,6.6
373-88-1424,C,Naypyitaw,1,0,HL,35.81,5,8.9525,188.0025,2019-02-06,18:44:00,E,179.05,8.9525,7.9
857-67-9057,B,Mandalay,0,0,EA,22.95,10,11.475,240.975,2019-02-06,19:20:00,E,229.5,11.475,8.2
512-91-0811,C,Naypyitaw,0,0,HB,89.75,1,4.4875,94.2375,2019-02-06,20:05:00,CC,89.75,4.4875,6.6
453-33-6436,A,Yangon,0,1,HL,93.12,8,37.248,782.208,2019-02-07,10:09:00,C,744.96,37.248,6.8
421-95-9805,A,Yangon,0,1,EA,28.96,1,1.448,30.408,2019-02-07,10:18:00,CC,28.96,1.448,6.2
635-40-6220,A,Yangon,0,0,HB,89.6,8,35.84,752.64,2019-02-07,11:28:00,E,716.8,35.84,6.6
827-44-5872,B,Mandalay,1,1,FB,54.36,10,27.18,570.78,2019-02-07,11:28:00,CC,543.6,27.18,6.1
583-41-4548,C,Naypyitaw,0,0,HL,16.67,7,5.8345,122.5245,2019-02-07,11:36:00,E,116.69,5.8345,7.4
626-43-7888,C,Naypyitaw,0,1,FA,60.41,8,24.164,507.444,2019-02-07,12:23:00,E,483.28,24.164,9.6
380-94-4661,C,Naypyitaw,1,0,EA,65.94,4,13.188,276.948,2019-02-07,13:05:00,CC,263.76,13.188,6.9
560-49-6611,A,Yangon,1,1,ST,45.58,1,2.279,47.859,2019-02-07,14:13:00,C,45.58,2.279,9.8
784-21-9238,C,Naypyitaw,1,0,ST,10.17,1,0.5085,10.6785,2019-02-07,14:15:00,C,10.17,0.5085,5.9
